order_id,order_date,customer_name,customer_city,product_name,category_name,brand_name,quantity,list_price,discount,store_name,staff_name,final_revenue,order_year,order_month
819,2017-04-04,Clementine Mooney,Mcallen,Haro Shredder Pro 20 - 2017,Children Bicycles,Haro,1,249.99,0.2,Rowlett Bikes,Layla Terrell,199.99200000000002,2017,4
820,2017-04-05,Carola Mcpherson,Rego Park,Sun Bicycles Cruz 7 - 2017,Comfort Bicycles,Sun Bicycles,1,416.99,0.05,Baldwin Bikes,Venita Daniel,396.1405,2017,4
821,2017-04-05,Agustina Lawrence,Brooklyn,Electra Townie Original 7D - 2017,Comfort Bicycles,Electra,1,489.99,0.07,Baldwin Bikes,Venita Daniel,455.6907,2017,4
821,2017-04-05,Agustina Lawrence,Brooklyn,Electra Amsterdam Original 3i - 2015/2017,Cruisers Bicycles,Electra,2,659.99,0.2,Baldwin Bikes,Venita Daniel,1055.9840000000002,2017,4
821,2017-04-05,Agustina Lawrence,Brooklyn,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.2,Baldwin Bikes,Venita Daniel,375.992,2017,4
821,2017-04-05,Agustina Lawrence,Brooklyn,Sun Bicycles Cruz 7 - 2017,Comfort Bicycles,Sun Bicycles,1,416.99,0.05,Baldwin Bikes,Venita Daniel,396.1405,2017,4
822,2017-04-06,Clementina Sargent,Rome,Surly Ogre Frameset - 2017,Road Bikes,Surly,1,749.99,0.05,Baldwin Bikes,Venita Daniel,712.4905,2017,4
822,2017-04-06,Clementina Sargent,Rome,Sun Bicycles Biscayne Tandem 7 - 2017,Cruisers Bicycles,Sun Bicycles,1,619.99,0.2,Baldwin Bikes,Venita Daniel,495.992,2017,4
823,2017-04-06,Gwendolyn Miller,Harlingen,Trek Domane SLR 6 Disc - 2017,Road Bikes,Trek,2,5499.99,0.07,Rowlett Bikes,Kali Vargas,10229.981399999999,2017,4
823,2017-04-06,Gwendolyn Miller,Harlingen,Trek Girl's Kickster - 2017,Children Bicycles,Trek,2,149.99,0.2,Rowlett Bikes,Kali Vargas,239.98400000000004,2017,4
823,2017-04-06,Gwendolyn Miller,Harlingen,Electra Amsterdam Fashion 7i Ladies' - 2017,Cruisers Bicycles,Electra,1,1099.99,0.2,Rowlett Bikes,Kali Vargas,879.9920000000001,2017,4
824,2017-04-07,Giovanna Jefferson,Ridgecrest,Haro Shredder 20 - 2017,Children Bicycles,Haro,2,209.99,0.1,Santa Cruz Bikes,Mireya Copeland,377.982,2017,4
825,2017-04-07,Pamelia Newman,Monroe,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,1,449.0,0.1,Baldwin Bikes,Venita Daniel,404.1,2017,4
825,2017-04-07,Pamelia Newman,Monroe,Surly Ice Cream Truck Frameset - 2017,Mountain Bikes,Surly,2,999.99,0.2,Baldwin Bikes,Venita Daniel,1599.9840000000002,2017,4
826,2017-04-07,Bennett Armstrong,Bethpage,Haro SR 1.2 - 2017,Mountain Bikes,Haro,2,869.99,0.2,Baldwin Bikes,Marcelene Boyer,1391.9840000000002,2017,4
826,2017-04-07,Bennett Armstrong,Bethpage,Surly Troll Frameset - 2017,Mountain Bikes,Surly,1,832.99,0.1,Baldwin Bikes,Marcelene Boyer,749.691,2017,4
827,2017-04-07,Brittni Green,Floral Park,Trek Fuel EX 9.8 27.5 Plus - 2017,Mountain Bikes,Trek,1,5299.99,0.05,Baldwin Bikes,Venita Daniel,5034.9905,2017,4
827,2017-04-07,Brittni Green,Floral Park,Haro Shift R3 - 2017,Mountain Bikes,Haro,1,1469.99,0.2,Baldwin Bikes,Venita Daniel,1175.992,2017,4
827,2017-04-07,Brittni Green,Floral Park,Surly Karate Monkey 27.5+ Frameset - 2017,Mountain Bikes,Surly,1,2499.99,0.2,Baldwin Bikes,Venita Daniel,1999.992,2017,4
827,2017-04-07,Brittni Green,Floral Park,Sun Bicycles Cruz 3 - Women's - 2017,Comfort Bicycles,Sun Bicycles,1,449.99,0.2,Baldwin Bikes,Venita Daniel,359.992,2017,4
828,2017-04-09,Dionne Norris,Niagara Falls,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,2,499.99,0.2,Baldwin Bikes,Marcelene Boyer,799.984,2017,4
828,2017-04-09,Dionne Norris,Niagara Falls,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,1,549.99,0.2,Baldwin Bikes,Marcelene Boyer,439.992,2017,4
828,2017-04-09,Dionne Norris,Niagara Falls,Trek Domane S 6 - 2017,Road Bikes,Trek,2,2699.99,0.07,Baldwin Bikes,Marcelene Boyer,5021.9814,2017,4
829,2017-04-09,Ira Moore,Saratoga Springs,Sun Bicycles Streamway 3 - 2017,Comfort Bicycles,Sun Bicycles,1,551.99,0.2,Baldwin Bikes,Venita Daniel,441.59200000000004,2017,4
829,2017-04-09,Ira Moore,Saratoga Springs,Sun Bicycles Streamway 7 - 2017,Comfort Bicycles,Sun Bicycles,2,533.99,0.1,Baldwin Bikes,Venita Daniel,961.182,2017,4
830,2017-04-11,Luciano Marsh,Bellmore,Haro Downtown 16 - 2017,Children Bicycles,Haro,2,329.99,0.2,Baldwin Bikes,Marcelene Boyer,527.984,2017,4
830,2017-04-11,Luciano Marsh,Bellmore,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Electra,2,489.99,0.07,Baldwin Bikes,Marcelene Boyer,911.3814,2017,4
830,2017-04-11,Luciano Marsh,Bellmore,Electra Moto 3i (20-inch) - Boy's - 2017,Children Bicycles,Electra,2,349.99,0.2,Baldwin Bikes,Marcelene Boyer,559.984,2017,4
831,2017-04-11,Shiloh Reeves,West Babylon,Sun Bicycles Revolutions 24 - Girl's - 2017,Cruisers Bicycles,Sun Bicycles,1,250.99,0.2,Baldwin Bikes,Venita Daniel,200.79200000000003,2017,4
831,2017-04-11,Shiloh Reeves,West Babylon,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1,1680.99,0.2,Baldwin Bikes,Venita Daniel,1344.7920000000001,2017,4
831,2017-04-11,Shiloh Reeves,West Babylon,Sun Bicycles Cruz 3 - 2017,Cruisers Bicycles,Sun Bicycles,1,449.99,0.1,Baldwin Bikes,Venita Daniel,404.99100000000004,2017,4
832,2017-04-11,Karl Stephens,Rockville Centre,Trek Domane SL Disc Frameset - 2017,Road Bikes,Trek,1,3199.99,0.05,Baldwin Bikes,Venita Daniel,3039.9904999999994,2017,4
832,2017-04-11,Karl Stephens,Rockville Centre,Haro SR 1.2 - 2017,Mountain Bikes,Haro,1,869.99,0.2,Baldwin Bikes,Venita Daniel,695.9920000000001,2017,4
832,2017-04-11,Karl Stephens,Rockville Centre,Surly Big Dummy Frameset - 2017,Mountain Bikes,Surly,1,999.99,0.07,Baldwin Bikes,Venita Daniel,929.9907,2017,4
832,2017-04-11,Karl Stephens,Rockville Centre,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.1,Baldwin Bikes,Venita Daniel,1079.982,2017,4
833,2017-04-12,Kerrie O'neill,Shirley,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,2,599.99,0.05,Baldwin Bikes,Venita Daniel,1139.981,2017,4
834,2017-04-12,Rosanne George,Ossining,Trek Domane SL Disc Frameset - 2017,Road Bikes,Trek,1,3199.99,0.07,Baldwin Bikes,Marcelene Boyer,2975.9906999999994,2017,4
834,2017-04-12,Rosanne George,Ossining,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,1,269.99,0.05,Baldwin Bikes,Marcelene Boyer,256.4905,2017,4
834,2017-04-12,Rosanne George,Ossining,Sun Bicycles Biscayne Tandem CB - 2017,Cruisers Bicycles,Sun Bicycles,1,647.99,0.2,Baldwin Bikes,Marcelene Boyer,518.392,2017,4
835,2017-04-13,Marina Hinton,Encino,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Sun Bicycles,2,346.99,0.07,Santa Cruz Bikes,Mireya Copeland,645.4014,2017,4
835,2017-04-13,Marina Hinton,Encino,Electra Amsterdam Original 3i Ladies' - 2017,Cruisers Bicycles,Electra,1,659.99,0.2,Santa Cruz Bikes,Mireya Copeland,527.9920000000001,2017,4
835,2017-04-13,Marina Hinton,Encino,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,1,749.99,0.05,Santa Cruz Bikes,Mireya Copeland,712.4905,2017,4
836,2017-04-13,Sherita Cherry,Liverpool,Sun Bicycles Cruz 3 - Women's - 2017,Comfort Bicycles,Sun Bicycles,2,449.99,0.2,Baldwin Bikes,Marcelene Boyer,719.984,2017,4
837,2017-04-13,Siobhan Lang,Levittown,Trek Silque SLR 8 Women's - 2017,Road Bikes,Trek,1,6499.99,0.05,Baldwin Bikes,Venita Daniel,6174.9905,2017,4
837,2017-04-13,Siobhan Lang,Levittown,Electra Savannah 3i (20-inch) - Girl's - 2017,Children Bicycles,Electra,1,349.99,0.1,Baldwin Bikes,Venita Daniel,314.99100000000004,2017,4
837,2017-04-13,Siobhan Lang,Levittown,Trek Precaliber 12 Boys - 2017,Children Bicycles,Trek,2,189.99,0.2,Baldwin Bikes,Venita Daniel,303.98400000000004,2017,4
838,2017-04-14,Eliseo Knight,Woodhaven,Surly Karate Monkey 27.5+ Frameset - 2017,Mountain Bikes,Surly,1,2499.99,0.1,Baldwin Bikes,Venita Daniel,2249.991,2017,4
838,2017-04-14,Eliseo Knight,Woodhaven,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1,1549.0,0.1,Baldwin Bikes,Venita Daniel,1394.1000000000001,2017,4
838,2017-04-14,Eliseo Knight,Woodhaven,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Electra,2,489.99,0.05,Baldwin Bikes,Venita Daniel,930.981,2017,4
838,2017-04-14,Eliseo Knight,Woodhaven,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Sun Bicycles,2,346.99,0.07,Baldwin Bikes,Venita Daniel,645.4014,2017,4
839,2017-04-15,Novella Ross,Glendora,Trek Domane S 6 - 2017,Road Bikes,Trek,1,2699.99,0.07,Santa Cruz Bikes,Genna Serrano,2510.9907,2017,4
839,2017-04-15,Novella Ross,Glendora,Haro Downtown 16 - 2017,Children Bicycles,Haro,1,329.99,0.1,Santa Cruz Bikes,Genna Serrano,296.99100000000004,2017,4
839,2017-04-15,Novella Ross,Glendora,Trek Madone 9.2 - 2017,Road Bikes,Trek,2,4999.99,0.05,Santa Cruz Bikes,Genna Serrano,9499.981,2017,4
840,2017-04-15,Collene Roman,Wappingers Falls,Surly Big Dummy Frameset - 2017,Mountain Bikes,Surly,1,999.99,0.07,Baldwin Bikes,Marcelene Boyer,929.9907,2017,4
840,2017-04-15,Collene Roman,Wappingers Falls,Trek Fuel EX 9.8 27.5 Plus - 2017,Mountain Bikes,Trek,1,5299.99,0.07,Baldwin Bikes,Marcelene Boyer,4928.990699999999,2017,4
840,2017-04-15,Collene Roman,Wappingers Falls,Sun Bicycles Cruz 3 - 2017,Comfort Bicycles,Sun Bicycles,2,449.99,0.2,Baldwin Bikes,Marcelene Boyer,719.984,2017,4
841,2017-04-15,Hipolito Padilla,New Rochelle,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,2,269.99,0.1,Baldwin Bikes,Venita Daniel,485.982,2017,4
841,2017-04-15,Hipolito Padilla,New Rochelle,Trek Conduit+ - 2016,Electric Bikes,Trek,1,2999.99,0.2,Baldwin Bikes,Venita Daniel,2399.9919999999997,2017,4
841,2017-04-15,Hipolito Padilla,New Rochelle,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1,1680.99,0.2,Baldwin Bikes,Venita Daniel,1344.7920000000001,2017,4
841,2017-04-15,Hipolito Padilla,New Rochelle,Trek Precaliber 16 Girls - 2017,Children Bicycles,Trek,2,209.99,0.07,Baldwin Bikes,Venita Daniel,390.5814,2017,4
841,2017-04-15,Hipolito Padilla,New Rochelle,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Electra,1,489.99,0.1,Baldwin Bikes,Venita Daniel,440.99100000000004,2017,4
842,2017-04-15,Dung King,West Islip,Electra Amsterdam Fashion 7i Ladies' - 2017,Cruisers Bicycles,Electra,2,1099.99,0.07,Baldwin Bikes,Marcelene Boyer,2045.9814,2017,4
842,2017-04-15,Dung King,West Islip,Trek Fuel EX 5 27.5 Plus - 2017,Mountain Bikes,Trek,1,2299.99,0.1,Baldwin Bikes,Marcelene Boyer,2069.991,2017,4
843,2017-04-16,Season Harvey,East Northport,Sun Bicycles Biscayne Tandem 7 - 2017,Cruisers Bicycles,Sun Bicycles,1,619.99,0.1,Baldwin Bikes,Venita Daniel,557.991,2017,4
843,2017-04-16,Season Harvey,East Northport,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Cruisers Bicycles,Electra,2,599.99,0.1,Baldwin Bikes,Venita Daniel,1079.982,2017,4
843,2017-04-16,Season Harvey,East Northport,Electra Amsterdam Fashion 7i Ladies' - 2017,Cruisers Bicycles,Electra,1,1099.99,0.1,Baldwin Bikes,Venita Daniel,989.991,2017,4
843,2017-04-16,Season Harvey,East Northport,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,2,299.99,0.07,Baldwin Bikes,Venita Daniel,557.9814,2017,4
844,2017-04-16,Macie Ayers,Bellmore,Sun Bicycles Boardwalk (24-inch Wheels) - 2017,Cruisers Bicycles,Sun Bicycles,2,402.99,0.07,Baldwin Bikes,Marcelene Boyer,749.5613999999999,2017,4
844,2017-04-16,Macie Ayers,Bellmore,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,1,549.99,0.1,Baldwin Bikes,Marcelene Boyer,494.99100000000004,2017,4
844,2017-04-16,Macie Ayers,Bellmore,Trek Boy's Kickster - 2015/2017,Children Bicycles,Trek,2,149.99,0.2,Baldwin Bikes,Marcelene Boyer,239.98400000000004,2017,4
844,2017-04-16,Macie Ayers,Bellmore,Trek Emonda S 4 - 2017,Road Bikes,Trek,1,1499.99,0.2,Baldwin Bikes,Marcelene Boyer,1199.992,2017,4
844,2017-04-16,Macie Ayers,Bellmore,Trek Boone Race Shop Limited - 2017,Cyclocross Bicycles,Trek,2,3499.99,0.05,Baldwin Bikes,Marcelene Boyer,6649.980999999999,2017,4
845,2017-04-17,Loraine Sykes,Scarsdale,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,2,599.99,0.2,Baldwin Bikes,Venita Daniel,959.984,2017,4
845,2017-04-17,Loraine Sykes,Scarsdale,Electra Cruiser Lux Fat Tire 1 Ladies - 2017,Cruisers Bicycles,Electra,1,599.99,0.2,Baldwin Bikes,Venita Daniel,479.992,2017,4
845,2017-04-17,Loraine Sykes,Scarsdale,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,2,599.99,0.05,Baldwin Bikes,Venita Daniel,1139.981,2017,4
845,2017-04-17,Loraine Sykes,Scarsdale,Sun Bicycles Brickell Tandem 7 - 2017,Cruisers Bicycles,Sun Bicycles,2,749.99,0.2,Baldwin Bikes,Venita Daniel,1199.9840000000002,2017,4
845,2017-04-17,Loraine Sykes,Scarsdale,Trek Precaliber 12 Girls - 2017,Children Bicycles,Trek,1,189.99,0.05,Baldwin Bikes,Venita Daniel,180.4905,2017,4
846,2017-04-17,Larae Carney,Sunnyside,Haro SR 1.3 - 2017,Mountain Bikes,Haro,2,1409.99,0.05,Baldwin Bikes,Marcelene Boyer,2678.9809999999998,2017,4
846,2017-04-17,Larae Carney,Sunnyside,Trek Remedy 9.8 - 2017,Mountain Bikes,Trek,1,5299.99,0.07,Baldwin Bikes,Marcelene Boyer,4928.990699999999,2017,4
846,2017-04-17,Larae Carney,Sunnyside,Sun Bicycles Atlas X-Type - 2017,Cruisers Bicycles,Sun Bicycles,1,416.99,0.1,Baldwin Bikes,Marcelene Boyer,375.291,2017,4
846,2017-04-17,Larae Carney,Sunnyside,Sun Bicycles Biscayne Tandem 7 - 2017,Cruisers Bicycles,Sun Bicycles,2,619.99,0.05,Baldwin Bikes,Marcelene Boyer,1177.981,2017,4
846,2017-04-17,Larae Carney,Sunnyside,Sun Bicycles Streamway 3 - 2017,Comfort Bicycles,Sun Bicycles,2,551.99,0.07,Baldwin Bikes,Marcelene Boyer,1026.7014,2017,4
847,2017-04-18,Marilyn Frank,Port Chester,Trek Powerfly 8 FS Plus - 2017,Electric Bikes,Trek,2,4999.99,0.05,Baldwin Bikes,Venita Daniel,9499.981,2017,4
848,2017-04-18,Rudolf Moran,Maspeth,Haro Shredder 20 Girls - 2017,Children Bicycles,Haro,1,209.99,0.07,Baldwin Bikes,Venita Daniel,195.2907,2017,4
848,2017-04-18,Rudolf Moran,Maspeth,Electra Townie 3i EQ (20-inch) - Boys' - 2017,Children Bicycles,Electra,2,489.99,0.2,Baldwin Bikes,Venita Daniel,783.984,2017,4
848,2017-04-18,Rudolf Moran,Maspeth,Trek Precaliber 12 Girls - 2017,Children Bicycles,Trek,2,189.99,0.2,Baldwin Bikes,Venita Daniel,303.98400000000004,2017,4
848,2017-04-18,Rudolf Moran,Maspeth,Haro Shift R3 - 2017,Mountain Bikes,Haro,2,1469.99,0.07,Baldwin Bikes,Venita Daniel,2734.1814,2017,4
849,2017-04-19,Angelique Merrill,South El Monte,Sun Bicycles Cruz 7 - Women's - 2017,Comfort Bicycles,Sun Bicycles,1,416.99,0.2,Santa Cruz Bikes,Mireya Copeland,333.59200000000004,2017,4
850,2017-04-19,Sanora Webster,Los Angeles,Electra Townie 7D (20-inch) - Boys' - 2017,Children Bicycles,Electra,2,339.99,0.07,Santa Cruz Bikes,Genna Serrano,632.3814,2017,4
850,2017-04-19,Sanora Webster,Los Angeles,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,2,1320.99,0.07,Santa Cruz Bikes,Genna Serrano,2457.0414,2017,4
850,2017-04-19,Sanora Webster,Los Angeles,Haro Flightline One ST - 2017,Mountain Bikes,Haro,1,379.99,0.07,Santa Cruz Bikes,Genna Serrano,353.3907,2017,4
851,2017-04-20,Gabriella Jones,Mount Vernon,Surly Ice Cream Truck Frameset - 2017,Mountain Bikes,Surly,1,999.99,0.2,Baldwin Bikes,Marcelene Boyer,799.9920000000001,2017,4
851,2017-04-20,Gabriella Jones,Mount Vernon,Haro Shredder 20 Girls - 2017,Children Bicycles,Haro,1,209.99,0.05,Baldwin Bikes,Marcelene Boyer,199.4905,2017,4
852,2017-04-21,Lashawn Ortiz,Longview,Haro SR 1.3 - 2017,Mountain Bikes,Haro,2,1409.99,0.07,Rowlett Bikes,Layla Terrell,2622.5814,2017,4
853,2017-04-21,Gilberte Duke,El Paso,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Children Bicycles,Electra,1,299.99,0.05,Rowlett Bikes,Kali Vargas,284.9905,2017,4
853,2017-04-21,Gilberte Duke,El Paso,Trek Madone 9.2 - 2017,Road Bikes,Trek,2,4999.99,0.2,Rowlett Bikes,Kali Vargas,7999.984,2017,4
853,2017-04-21,Gilberte Duke,El Paso,Trek Fuel EX 5 27.5 Plus - 2017,Mountain Bikes,Trek,2,2299.99,0.2,Rowlett Bikes,Kali Vargas,3679.984,2017,4
853,2017-04-21,Gilberte Duke,El Paso,Haro SR 1.2 - 2017,Mountain Bikes,Haro,1,869.99,0.2,Rowlett Bikes,Kali Vargas,695.9920000000001,2017,4
853,2017-04-21,Gilberte Duke,El Paso,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.05,Rowlett Bikes,Kali Vargas,446.4905,2017,4
854,2017-04-22,Carissa Foreman,Maspeth,Trek Precaliber 12 Boys - 2017,Children Bicycles,Trek,1,189.99,0.1,Baldwin Bikes,Marcelene Boyer,170.991,2017,4
855,2017-04-22,Kermit Hyde,Patchogue,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,1,449.0,0.1,Baldwin Bikes,Marcelene Boyer,404.1,2017,4
855,2017-04-22,Kermit Hyde,Patchogue,Haro Shredder 20 Girls - 2017,Children Bicycles,Haro,2,209.99,0.2,Baldwin Bikes,Marcelene Boyer,335.98400000000004,2017,4
855,2017-04-22,Kermit Hyde,Patchogue,Trek Precaliber 16 Boys - 2017,Children Bicycles,Trek,1,209.99,0.2,Baldwin Bikes,Marcelene Boyer,167.99200000000002,2017,4
856,2017-04-23,Arminda Weber,Bellmore,Haro Flightline Two 26 Plus - 2017,Mountain Bikes,Haro,2,549.99,0.05,Baldwin Bikes,Marcelene Boyer,1044.981,2017,4
857,2017-04-24,Sandee Alvarado,Depew,Trek X-Caliber 8 - 2017,Mountain Bikes,Trek,1,999.99,0.2,Baldwin Bikes,Venita Daniel,799.9920000000001,2017,4
858,2017-04-25,Kam Wilder,Newburgh,Haro SR 1.2 - 2017,Mountain Bikes,Haro,2,869.99,0.2,Baldwin Bikes,Marcelene Boyer,1391.9840000000002,2017,4
858,2017-04-25,Kam Wilder,Newburgh,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1,1320.99,0.2,Baldwin Bikes,Marcelene Boyer,1056.7920000000001,2017,4
858,2017-04-25,Kam Wilder,Newburgh,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,1,269.99,0.07,Baldwin Bikes,Marcelene Boyer,251.0907,2017,4
858,2017-04-25,Kam Wilder,Newburgh,Sun Bicycles Brickell Tandem 7 - 2017,Cruisers Bicycles,Sun Bicycles,2,749.99,0.07,Baldwin Bikes,Marcelene Boyer,1394.9814,2017,4
859,2017-04-25,Valentin Mclaughlin,Lindenhurst,Haro Flightline Two 26 Plus - 2017,Mountain Bikes,Haro,2,549.99,0.07,Baldwin Bikes,Marcelene Boyer,1022.9813999999999,2017,4
859,2017-04-25,Valentin Mclaughlin,Lindenhurst,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,1,269.99,0.1,Baldwin Bikes,Marcelene Boyer,242.991,2017,4
859,2017-04-25,Valentin Mclaughlin,Lindenhurst,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,2,269.99,0.1,Baldwin Bikes,Marcelene Boyer,485.982,2017,4
859,2017-04-25,Valentin Mclaughlin,Lindenhurst,Sun Bicycles Atlas X-Type - 2017,Cruisers Bicycles,Sun Bicycles,2,416.99,0.1,Baldwin Bikes,Marcelene Boyer,750.582,2017,4
859,2017-04-25,Valentin Mclaughlin,Lindenhurst,Surly Troll Frameset - 2017,Mountain Bikes,Surly,2,832.99,0.1,Baldwin Bikes,Marcelene Boyer,1499.382,2017,4
860,2017-04-27,Lashawna Richardson,Baldwin,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,1,469.99,0.05,Baldwin Bikes,Venita Daniel,446.4905,2017,4
860,2017-04-27,Lashawna Richardson,Baldwin,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,2,549.99,0.2,Baldwin Bikes,Venita Daniel,879.984,2017,4
860,2017-04-27,Lashawna Richardson,Baldwin,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,1,499.99,0.2,Baldwin Bikes,Venita Daniel,399.992,2017,4
860,2017-04-27,Lashawna Richardson,Baldwin,Trek Madone 9.2 - 2017,Road Bikes,Trek,2,4999.99,0.07,Baldwin Bikes,Venita Daniel,9299.981399999999,2017,4
860,2017-04-27,Lashawna Richardson,Baldwin,"Electra Girl's Hawaii 1 16"" - 2017",Children Bicycles,Electra,2,299.99,0.05,Baldwin Bikes,Venita Daniel,569.981,2017,4
861,2017-04-27,Charlesetta Soto,Poughkeepsie,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,2,269.99,0.07,Baldwin Bikes,Venita Daniel,502.1814,2017,4
861,2017-04-27,Charlesetta Soto,Poughkeepsie,Trek Boone 7 - 2017,Cyclocross Bicycles,Trek,1,3499.99,0.2,Baldwin Bikes,Venita Daniel,2799.992,2017,4
862,2017-04-27,Jesus Burch,Desoto,Haro Downtown 16 - 2017,Children Bicycles,Haro,1,329.99,0.05,Rowlett Bikes,Kali Vargas,313.4905,2017,4
862,2017-04-27,Jesus Burch,Desoto,Electra Sugar Skulls 1 (20-inch) - Girl's - 2017,Children Bicycles,Electra,1,299.99,0.2,Rowlett Bikes,Kali Vargas,239.99200000000002,2017,4
862,2017-04-27,Jesus Burch,Desoto,Trek Domane SL 6 - 2017,Road Bikes,Trek,2,3499.99,0.07,Rowlett Bikes,Kali Vargas,6509.981399999999,2017,4
863,2017-04-28,Nathanael Bradley,Amsterdam,Haro Shredder 20 Girls - 2017,Children Bicycles,Haro,2,209.99,0.1,Baldwin Bikes,Venita Daniel,377.982,2017,4
864,2017-04-28,Elease Dejesus,Oswego,Haro Flightline One ST - 2017,Mountain Bikes,Haro,1,379.99,0.1,Baldwin Bikes,Marcelene Boyer,341.99100000000004,2017,4
864,2017-04-28,Elease Dejesus,Oswego,Sun Bicycles Lil Bolt Type-R - 2017,Cruisers Bicycles,Sun Bicycles,2,346.99,0.05,Baldwin Bikes,Marcelene Boyer,659.281,2017,4
864,2017-04-28,Elease Dejesus,Oswego,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,1,269.99,0.2,Baldwin Bikes,Marcelene Boyer,215.99200000000002,2017,4
865,2017-04-29,Marcell Barrett,Astoria,Sun Bicycles Cruz 7 - Women's - 2017,Comfort Bicycles,Sun Bicycles,2,416.99,0.1,Baldwin Bikes,Marcelene Boyer,750.582,2017,4
865,2017-04-29,Marcell Barrett,Astoria,Trek Session DH 27.5 Carbon Frameset - 2017,Mountain Bikes,Trek,1,469.99,0.05,Baldwin Bikes,Marcelene Boyer,446.4905,2017,4
866,2017-04-29,Lurlene Finch,Yonkers,Trek Precaliber 12 Girls - 2017,Children Bicycles,Trek,1,189.99,0.2,Baldwin Bikes,Marcelene Boyer,151.99200000000002,2017,4
866,2017-04-29,Lurlene Finch,Yonkers,Sun Bicycles Revolutions 24 - Girl's - 2017,Cruisers Bicycles,Sun Bicycles,2,250.99,0.07,Baldwin Bikes,Marcelene Boyer,466.84139999999996,2017,4
866,2017-04-29,Lurlene Finch,Yonkers,Sun Bicycles Brickell Tandem CB - 2017,Cruisers Bicycles,Sun Bicycles,1,761.99,0.07,Baldwin Bikes,Marcelene Boyer,708.6506999999999,2017,4
866,2017-04-29,Lurlene Finch,Yonkers,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,2,269.99,0.07,Baldwin Bikes,Marcelene Boyer,502.1814,2017,4
867,2017-05-01,Louanne Martin,Yuba City,Electra Townie 7D (20-inch) - Boys' - 2017,Children Bicycles,Electra,1,339.99,0.05,Santa Cruz Bikes,Genna Serrano,322.9905,2017,5
868,2017-05-01,Domingo Casey,San Jose,Haro SR 1.3 - 2017,Mountain Bikes,Haro,1,1409.99,0.07,Santa Cruz Bikes,Genna Serrano,1311.2907,2017,5
869,2017-05-01,Felica Munoz,South Ozone Park,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,1,3999.99,0.2,Baldwin Bikes,Venita Daniel,3199.992,2017,5
869,2017-05-01,Felica Munoz,South Ozone Park,Sun Bicycles Cruz 3 - 2017,Comfort Bicycles,Sun Bicycles,2,449.99,0.05,Baldwin Bikes,Venita Daniel,854.981,2017,5
869,2017-05-01,Felica Munoz,South Ozone Park,Surly Wednesday Frameset - 2017,Mountain Bikes,Surly,1,469.99,0.05,Baldwin Bikes,Venita Daniel,446.4905,2017,5
869,2017-05-01,Felica Munoz,South Ozone Park,Trek Domane S 6 - 2017,Road Bikes,Trek,2,2699.99,0.05,Baldwin Bikes,Venita Daniel,5129.981,2017,5
